Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2419,528222020,60,1,75.0,9073,1,0,1,1,1,2,1,2,1,1,1,2,7,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,738.0,738.0,1,5,1,1,738,754,0,1492,0.0,0.0,2,1,3,1,4,8,1,0,0,1,2006.0,3,2.0,440.0,3,3,2,100,32,0,0,0,0,0,0,0,0,10,2006,2,2,185101
2420,528228280,120,1,43.0,3087,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2006,2006,2,1,2,2,3,14.0,4,3,2,4,3,3,4,453.0,1,0.0,767.0,1220.0,1,5,1,1,1364,0,0,1364,1.0,0.0,2,0,2,1,4,6,1,1,4,1,2006.0,3,2.0,437.0,3,3,2,100,16,0,0,0,0,0,0,0,0,11,2006,2,2,210250
2421,528228325,120,1,68.0,3196,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2003,2004,2,1,2,2,3,18.0,4,3,2,4,3,4,5,0.0,1,0.0,1374.0,1374.0,1,5,1,1,1557,0,0,1557,0.0,0.0,2,0,2,1,4,7,1,1,3,1,2003.0,3,2.0,420.0,3,3,2,143,20,0,0,0,0,0,0,0,0,10,2006,1,1,234000
2422,528228340,120,1,68.0,3196,1,0,4,1,1,2,1,9,1,1,2,1,8,5,2003,2003,2,1,2,2,3,40.0,4,3,2,4,3,4,5,0.0,1,0.0,1273.0,1273.0,1,5,1,1,1456,0,0,1456,0.0,0.0,2,0,2,1,4,7,1,1,3,1,2003.0,3,2.0,400.0,3,3,2,143,20,0,0,0,0,0,0,0,0,5,2006,1,1,215000
2423,528228360,120,1,68.0,2938,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2002,2002,2,1,2,2,3,40.0,4,3,2,4,3,3,4,1038.0,1,0.0,330.0,1368.0,1,5,1,1,1511,0,0,1511,1.0,0.0,2,0,2,1,4,5,1,1,3,1,2002.0,3,2.0,398.0,3,3,2,130,30,0,0,0,0,0,0,0,0,5,2006,1,1,246990
2424,528228415,120,4,68.0,3072,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2004,2004,1,1,2,2,3,18.0,4,3,2,4,3,1,5,0.0,1,0.0,1375.0,1375.0,1,5,1,1,1414,0,0,1414,0.0,0.0,2,0,2,1,4,6,1,1,3,1,2004.0,3,2.0,398.0,3,3,2,144,20,0,0,0,0,0,0,0,0,5,2006,1,1,178740
2425,528228430,120,4,68.0,3072,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2004,2004,1,1,2,2,3,18.0,4,3,2,4,3,1,4,1059.0,1,0.0,306.0,1365.0,1,5,1,1,1548,0,0,1548,1.0,0.0,2,0,2,1,4,7,1,1,3,1,2004.0,3,2.0,388.0,3,3,2,143,20,0,0,0,0,0,0,0,0,9,2006,1,1,225000
2426,528228545,120,1,43.0,3010,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2005,2006,2,1,2,2,3,16.0,4,3,2,4,3,3,4,16.0,1,0.0,1232.0,1248.0,1,5,1,1,1248,0,0,1248,0.0,0.0,2,0,2,1,4,5,1,0,0,1,2005.0,3,2.0,438.0,3,3,2,108,0,0,0,0,0,0,0,0,0,3,2006,2,2,167240
2427,528228550,120,1,43.0,3010,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2005,2006,2,1,2,2,3,14.0,4,3,2,4,3,4,4,16.0,1,0.0,1126.0,1142.0,1,5,1,1,1142,0,0,1142,0.0,0.0,2,0,2,1,4,6,1,0,0,1,2005.0,3,2.0,440.0,3,3,2,90,0,0,0,0,0,0,0,0,0,6,2006,2,2,156820
2428,528228565,120,1,43.0,3013,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2005,2005,2,1,2,2,3,145.0,4,3,2,4,3,4,4,16.0,1,0.0,1346.0,1362.0,1,5,1,1,1506,0,0,1506,0.0,0.0,2,0,2,1,4,6,1,1,4,1,2005.0,3,2.0,440.0,3,3,2,142,20,0,0,0,0,0,0,0,0,4,2006,1,1,213490
2429,528228575,120,1,53.0,3982,1,0,4,1,1,2,1,9,1,1,2,1,8,5,2006,2006,1,1,2,2,0,0.0,4,3,2,4,4,3,4,1154.0,1,0.0,366.0,1520.0,1,5,1,1,1567,0,0,1567,1.0,0.0,2,0,1,1,5,7,1,1,4,1,2006.0,3,3.0,648.0,3,3,2,312,0,0,0,0,0,0,0,0,0,10,2006,2,2,264561
2430,528228580,120,1,53.0,4045,1,0,4,1,1,2,1,9,1,1,2,1,7,5,2006,2006,1,1,2,2,3,45.0,4,3,2,4,3,3,4,1070.0,1,0.0,286.0,1356.0,1,5,1,1,1500,0,0,1500,1.0,0.0,2,0,2,1,4,6,1,1,4,1,2006.0,3,3.0,648.0,3,3,2,161,20,0,0,0,0,0,0,0,0,10,2006,2,2,246578
2431,528231050,60,1,60.0,21930,1,0,3,1,1,2,1,2,8,1,1,2,5,5,2005,2005,2,1,2,2,0,0.0,4,3,2,4,4,3,5,0.0,1,0.0,732.0,732.0,1,5,1,1,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,1,1,4,2,2005.0,3,2.0,372.0,3,3,2,100,40,0,0,0,0,0,0,0,0,7,2006,1,1,192140
2432,528235050,60,1,68.0,7861,1,0,1,1,1,2,1,2,1,1,1,2,6,5,2002,2003,2,1,2,2,0,0.0,4,3,2,4,3,1,4,457.0,1,0.0,326.0,783.0,1,5,1,1,807,702,0,1509,1.0,0.0,2,1,3,1,4,7,1,1,4,1,2002.0,3,2.0,393.0,3,3,2,100,75,0,0,0,0,0,0,0,0,6,2006,1,1,183200
2433,528235130,60,1,74.0,9056,1,0,1,1,1,2,1,2,1,1,1,2,8,5,2004,2004,2,1,2,2,0,0.0,4,3,2,5,4,3,5,0.0,1,0.0,707.0,707.0,1,5,1,1,707,707,0,1414,0.0,0.0,2,1,3,1,4,6,1,1,4,1,2004.0,3,2.0,403.0,3,3,2,100,35,0,0,0,0,0,0,0,0,10,2006,1,1,178000
2434,528235190,60,1,59.0,9171,1,0,1,1,1,2,1,2,1,1,1,2,7,5,2004,2005,2,1,2,2,0,0.0,4,3,2,4,3,3,5,0.0,1,0.0,848.0,848.0,1,5,1,1,848,750,0,1598,0.0,0.0,2,1,3,1,4,7,1,1,4,1,2004.0,3,2.0,433.0,3,3,2,100,48,0,0,0,0,0,0,0,0,7,2006,1,1,201490
2435,528240080,60,1,106.0,11194,1,0,1,1,1,1,1,2,1,1,1,2,8,5,2000,2000,2,1,2,2,3,40.0,4,3,2,4,3,1,5,0.0,1,0.0,1406.0,1406.0,1,5,1,1,1454,482,0,1936,0.0,0.0,2,1,3,1,4,7,1,1,3,1,2000.0,2,2.0,504.0,3,3,2,188,124,0,0,0,0,0,0,0,0,11,2006,1,1,230500
2436,528250060,60,1,63.0,7875,1,0,4,1,1,2,1,2,1,1,1,2,7,5,2003,2003,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,783.0,783.0,1,5,1,1,807,702,0,1509,0.0,0.0,2,1,3,1,4,8,1,1,4,1,2003.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,0,0,0,0,7,2006,1,1,180000
2437,528275060,60,1,68.0,8121,1,0,1,1,1,2,1,2,1,1,1,2,6,5,2000,2000,2,1,2,2,0,0.0,3,3,2,4,3,1,5,0.0,1,0.0,953.0,953.0,1,5,1,1,953,711,0,1664,0.0,0.0,2,1,3,1,3,7,1,1,3,1,2000.0,2,2.0,460.0,3,3,2,100,40,0,0,0,0,0,0,0,0,1,2006,1,1,172400
2438,528275080,60,1,68.0,8658,1,0,1,1,1,2,1,2,1,1,1,2,6,5,2000,2000,2,1,2,2,0,0.0,3,3,2,4,3,1,3,732.0,1,0.0,250.0,982.0,1,5,1,1,1008,881,0,1889,0.0,0.0,2,1,3,1,3,9,1,1,3,1,2000.0,3,2.0,431.0,3,3,2,0,0,0,0,0,0,0,0,0,0,4,2006,1,1,215000
2439,528280100,60,1,68.0,11214,1,0,1,1,1,1,1,2,1,1,1,2,7,5,1998,1999,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,930.0,930.0,1,4,1,1,956,930,0,1886,0.0,0.0,2,1,4,1,4,10,1,1,3,1,1998.0,3,2.0,431.0,3,3,2,89,0,0,0,0,0,0,0,0,0,7,2006,1,1,199900
2440,528290140,60,1,58.0,10852,1,0,1,1,1,2,1,2,8,1,1,2,6,5,2000,2000,2,1,2,2,0,0.0,3,3,2,4,3,1,4,786.0,1,0.0,173.0,959.0,1,5,1,1,959,712,0,1671,1.0,0.0,2,1,3,1,3,7,1,1,3,1,2000.0,3,2.0,472.0,3,3,2,0,38,0,0,0,0,0,0,0,0,2,2006,1,1,173000
2441,528292080,60,1,68.0,12104,1,0,1,1,1,5,1,2,1,1,1,2,7,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,1035.0,1035.0,1,4,1,1,1082,1240,0,2322,0.0,0.0,3,1,4,1,4,8,1,0,0,1,2006.0,2,3.0,617.0,3,3,2,400,45,0,0,0,0,0,0,0,0,8,2006,2,2,287602
2442,528294070,60,1,66.0,8738,1,0,1,1,1,2,1,2,1,1,1,2,7,5,1999,1999,2,1,2,2,3,302.0,4,3,2,4,3,1,5,0.0,1,0.0,975.0,975.0,1,5,1,1,1005,1286,0,2291,0.0,0.0,2,1,4,1,4,8,1,1,3,2,1999.0,3,2.0,429.0,3,3,2,192,0,0,0,0,0,0,0,0,0,2,2006,1,1,230000
2443,528315030,60,1,82.0,9452,1,0,4,1,1,2,1,10,1,1,1,2,8,5,1997,1998,2,1,2,2,3,423.0,4,3,2,4,3,1,4,1074.0,1,0.0,322.0,1396.0,1,5,1,1,1407,985,0,2392,1.0,0.0,2,1,3,1,4,7,1,1,3,1,1997.0,3,3.0,870.0,3,3,2,0,70,0,0,0,0,0,0,0,0,6,2006,1,1,348000
2444,528315070,60,1,84.0,9660,1,0,1,1,1,2,1,10,1,1,1,2,8,5,1998,1998,2,1,2,2,3,242.0,4,3,2,4,3,1,4,791.0,1,0.0,253.0,1044.0,1,5,1,1,1079,897,0,1976,1.0,0.0,2,1,3,1,4,7,1,1,5,1,1998.0,3,3.0,885.0,3,3,2,210,31,0,0,0,0,0,0,0,0,2,2006,1,1,286000
2445,528315080,60,1,83.0,9545,1,0,4,1,1,1,1,10,1,1,1,2,8,5,2000,2000,2,1,2,2,3,322.0,4,3,2,4,3,2,4,505.0,1,0.0,655.0,1160.0,1,5,1,1,1205,1029,0,2234,1.0,0.0,2,1,3,1,4,7,1,1,3,2,2000.0,2,3.0,768.0,3,3,2,0,50,0,0,0,0,0,0,0,0,6,2006,1,1,300000
2446,528320060,60,1,118.0,35760,1,0,1,1,1,3,1,10,1,1,1,2,10,5,1995,1996,1,1,5,6,3,1378.0,4,4,2,5,3,4,4,1387.0,1,0.0,543.0,1930.0,1,5,1,1,1831,1796,0,3627,1.0,0.0,3,1,4,1,4,10,1,1,3,1,1995.0,3,3.0,807.0,3,3,2,361,76,0,0,0,0,0,0,0,0,7,2006,1,1,625000
2447,528327010,60,1,68.0,9233,1,0,1,1,1,2,1,10,1,1,1,2,9,5,2000,2000,2,1,2,2,3,877.0,4,3,2,5,3,3,4,1182.0,1,0.0,358.0,1540.0,1,5,1,1,1540,1315,0,2855,1.0,0.0,2,1,4,1,5,9,1,1,3,1,2000.0,2,3.0,774.0,3,3,2,247,55,0,0,0,0,0,0,0,0,3,2006,1,1,405000
2448,528344060,60,1,78.0,12011,1,0,1,1,1,3,1,10,1,1,1,2,8,5,1998,1998,2,1,2,2,3,530.0,4,3,2,4,3,3,4,956.0,1,0.0,130.0,1086.0,1,5,1,1,1086,838,0,1924,1.0,0.0,2,1,3,1,4,7,1,1,3,1,1998.0,2,2.0,592.0,3,3,2,208,75,0,0,374,0,0,0,0,0,6,2006,1,1,280000
2449,528348010,60,1,93.0,12090,1,0,4,1,1,1,1,10,1,1,1,2,8,5,1998,1998,1,1,2,2,3,650.0,4,3,2,4,3,1,5,0.0,1,0.0,1141.0,1141.0,1,4,1,1,1165,1098,0,2263,0.0,0.0,2,1,4,1,4,10,1,1,3,2,1998.0,3,2.0,420.0,3,3,2,144,123,0,0,0,0,0,0,0,0,7,2006,1,4,258000
2450,528358030,60,1,83.0,10019,1,0,1,1,1,2,1,10,1,1,1,2,8,5,1995,1995,1,1,2,2,3,397.0,4,3,2,4,3,1,3,527.0,1,0.0,815.0,1342.0,1,5,1,1,1358,1368,0,2726,0.0,0.0,2,1,4,1,4,9,1,1,5,1,1995.0,2,3.0,725.0,3,3,2,307,169,168,0,0,0,0,0,0,0,6,2006,1,1,350000
2451,528360050,60,1,114.0,17242,1,0,1,1,1,2,1,10,1,1,1,2,9,5,1993,1994,1,1,7,8,3,738.0,4,4,2,5,3,4,2,292.0,6,1393.0,48.0,1733.0,1,5,1,1,1933,1567,0,3500,1.0,0.0,3,1,4,1,5,11,1,1,3,1,1993.0,2,3.0,959.0,3,3,2,870,86,0,0,210,0,0,0,0,0,5,2006,1,1,584500
2452,528363070,60,1,68.0,10236,1,0,1,1,1,2,1,10,1,1,1,2,8,5,1994,1995,2,1,2,2,3,501.0,4,3,2,4,3,4,4,380.0,3,168.0,742.0,1290.0,1,5,1,1,1305,1189,0,2494,1.0,0.0,2,1,4,1,4,9,1,1,3,1,1994.0,3,3.0,803.0,3,3,2,200,95,0,0,0,0,0,3,0,0,6,2006,1,1,321000
2453,528365090,60,1,92.0,10120,1,0,4,1,1,2,1,10,1,1,1,2,8,5,1994,1994,1,1,2,2,3,391.0,4,3,2,4,3,1,4,740.0,1,0.0,425.0,1165.0,1,5,1,1,1203,1323,0,2526,1.0,0.0,2,1,4,1,4,8,1,1,3,1,1994.0,2,3.0,844.0,3,3,2,309,78,0,0,0,0,0,0,0,0,12,2006,1,1,290000
2454,528366040,60,1,68.0,12585,1,0,1,1,1,2,1,10,1,1,1,2,8,5,1993,1993,2,1,5,9,3,420.0,4,3,2,4,3,1,6,247.0,6,1039.0,0.0,1286.0,1,5,1,1,1565,1234,0,2799,1.0,0.0,2,1,3,1,4,8,1,1,3,1,1993.0,3,3.0,704.0,3,3,2,432,136,0,0,0,0,0,0,0,0,10,2006,1,1,315000
2455,528429060,60,1,75.0,12447,1,0,1,1,1,2,1,5,8,1,1,2,8,5,2005,2006,2,1,4,5,1,192.0,4,3,2,4,4,1,5,0.0,1,0.0,1100.0,1100.0,1,5,1,1,1116,848,0,1964,0.0,0.0,2,1,3,1,4,8,1,1,4,2,2005.0,3,2.0,760.0,3,3,2,200,70,0,0,0,0,0,0,0,0,1,2006,2,2,252000
2456,528429100,20,1,49.0,15218,1,0,1,1,1,3,1,5,8,1,1,1,8,5,2006,2006,2,1,2,2,0,1.0,4,3,2,5,4,1,4,1562.0,1,0.0,108.0,1670.0,1,5,1,1,1670,0,0,1670,1.0,0.0,2,1,2,1,4,6,1,1,4,1,2006.0,2,3.0,928.0,3,3,2,0,240,200,0,0,0,0,0,0,0,9,2006,2,2,336820
2457,528429120,20,1,49.0,20896,1,0,2,1,1,3,1,5,8,1,1,1,8,5,2005,2006,2,1,2,2,0,0.0,4,3,2,5,3,2,4,1721.0,1,0.0,356.0,2077.0,1,5,1,1,2097,0,0,2097,1.0,0.0,1,1,1,1,5,8,1,1,5,1,2005.0,3,3.0,1134.0,3,3,2,192,267,0,0,0,0,0,0,0,0,1,2006,2,2,423000
2458,528429130,20,1,85.0,10182,1,0,1,1,1,3,1,5,9,1,1,1,8,5,2006,2006,1,1,2,2,1,420.0,4,3,2,5,3,2,4,1220.0,1,0.0,440.0,1660.0,1,5,1,1,1660,0,0,1660,1.0,0.0,2,0,3,1,4,8,1,1,4,1,2006.0,2,2.0,500.0,3,3,2,322,50,0,0,0,0,0,0,0,0,5,2006,2,2,290000
2459,528439030,20,1,73.0,8688,1,0,4,1,1,2,1,5,1,1,1,1,7,5,2005,2005,2,1,2,2,3,228.0,4,3,2,4,3,3,5,0.0,1,0.0,1616.0,1616.0,1,5,1,1,1616,0,0,1616,0.0,0.0,2,0,3,1,4,7,1,0,0,1,2005.0,2,3.0,834.0,3,3,2,208,59,0,0,0,0,0,0,0,0,4,2006,1,1,232000
2460,528445010,20,1,85.0,10936,1,0,4,1,1,1,1,5,2,1,1,1,8,5,2006,2006,2,1,2,2,3,60.0,4,3,2,4,3,1,5,0.0,1,0.0,1504.0,1504.0,1,5,1,1,1504,0,0,1504,0.0,0.0,2,0,3,1,4,7,1,0,0,1,2006.0,3,2.0,510.0,3,3,2,144,0,0,0,0,0,0,0,0,0,9,2006,2,2,199000
2461,528456200,20,3,72.0,8640,1,0,4,1,1,2,1,5,1,1,1,1,8,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,3,1,4,24.0,1,0.0,1254.0,1278.0,1,5,1,1,1278,0,0,1278,0.0,0.0,2,0,2,1,4,5,1,0,0,1,2006.0,2,2.0,584.0,3,3,2,0,60,0,0,0,0,0,0,0,0,10,2006,2,2,198600
2462,528477010,60,3,100.0,13162,1,0,4,1,1,1,1,5,2,1,1,2,9,5,2006,2006,2,1,2,2,0,0.0,4,3,2,5,3,1,4,1836.0,1,0.0,200.0,2036.0,1,5,1,1,2036,604,0,2640,1.0,0.0,3,1,3,1,5,11,1,1,4,1,2006.0,2,3.0,792.0,3,3,2,0,265,0,0,0,0,0,0,0,0,11,2006,2,2,405749
2463,528477030,20,3,81.0,11216,1,0,4,1,1,2,1,5,1,1,1,1,8,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,4,1,5,0.0,1,0.0,1489.0,1489.0,1,5,1,1,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,1,1,4,1,2006.0,2,2.0,776.0,3,3,2,0,140,0,0,0,0,0,0,0,0,6,2006,2,2,232600
2464,528480070,60,3,84.0,10728,1,0,4,1,1,2,1,5,1,1,1,2,8,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,3,2,5,0.0,1,0.0,1095.0,1095.0,1,4,1,1,1095,844,0,1939,0.0,0.0,2,1,3,1,4,8,1,1,4,1,2006.0,2,3.0,1053.0,3,3,2,192,51,0,0,0,0,0,0,0,0,8,2006,2,2,266000
2465,528480100,60,3,65.0,8125,1,0,4,1,1,2,1,5,1,1,1,2,7,5,2005,2006,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,756.0,756.0,1,5,1,1,756,797,0,1553,0.0,0.0,2,1,3,1,4,6,1,0,0,1,2005.0,2,2.0,615.0,3,3,2,0,45,0,0,0,0,0,0,0,0,3,2006,2,2,186500
2466,528480110,60,3,65.0,8125,1,0,4,1,1,2,1,5,1,1,1,2,6,5,2005,2005,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,858.0,858.0,1,5,1,1,858,858,0,1716,0.0,0.0,2,1,3,1,4,7,1,0,0,1,2005.0,2,2.0,615.0,3,3,2,0,53,0,0,0,0,0,0,0,0,2,2006,1,1,200825
2467,528480150,60,3,65.0,8125,1,0,4,1,1,2,1,5,1,1,1,2,7,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,4,1,5,0.0,1,0.0,770.0,770.0,1,5,1,1,778,798,0,1576,0.0,0.0,2,1,3,1,4,6,1,0,0,1,2006.0,2,2.0,614.0,3,3,2,0,50,0,0,0,0,0,0,0,0,8,2006,2,2,197000
2468,528488110,20,3,60.0,7200,1,2,4,1,1,2,1,5,1,1,1,1,6,5,2006,2006,2,1,2,2,1,68.0,4,3,2,4,3,1,4,905.0,1,0.0,357.0,1262.0,1,4,1,1,1262,0,0,1262,0.0,0.0,2,0,2,1,4,5,1,0,0,1,2006.0,3,2.0,572.0,3,3,2,0,120,0,0,0,0,0,0,0,0,5,2006,2,2,185000
2469,528488120,20,3,62.0,7500,1,2,4,1,1,2,1,5,1,1,1,1,7,5,2005,2005,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,1257.0,1257.0,1,5,1,1,1266,0,0,1266,0.0,0.0,2,0,3,1,4,6,1,1,3,1,2005.0,1,2.0,453.0,3,3,2,38,144,0,0,0,0,0,0,0,0,4,2006,1,1,176000
2470,528488130,20,3,60.0,7200,1,2,4,1,1,2,1,5,1,1,1,1,7,5,2006,2006,2,1,2,2,0,0.0,4,3,2,4,4,1,5,0.0,1,0.0,1293.0,1293.0,1,5,1,1,1301,0,0,1301,1.0,0.0,2,0,2,1,4,5,1,1,4,1,2006.0,2,2.0,572.0,3,3,2,216,121,0,0,0,0,0,0,0,0,8,2006,2,2,187750
2471,531363080,20,1,74.0,7733,1,0,1,1,1,2,1,11,1,1,1,1,6,5,2005,2005,2,1,2,2,0,0.0,3,3,2,3,3,2,4,24.0,1,0.0,1118.0,1142.0,1,5,1,1,1142,0,0,1142,0.0,0.0,1,1,3,1,4,5,1,0,0,0,0.0,0,0.0,0.0,0,0,2,4,50,0,0,0,0,0,0,0,0,1,2006,1,1,139500
2472,531367010,20,1,91.0,11024,1,0,1,1,1,1,1,11,1,1,1,1,7,5,2005,2006,2,1,2,2,3,118.0,4,3,2,4,3,3,5,0.0,1,0.0,1400.0,1400.0,1,5,1,1,1400,0,0,1400,0.0,0.0,2,0,3,1,4,6,1,0,0,1,2005.0,2,2.0,612.0,3,3,2,144,55,0,0,0,0,0,0,0,0,10,2006,2,2,186800
2473,531375060,20,1,63.0,13072,1,0,4,1,1,2,1,11,5,1,1,1,6,5,2005,2006,2,1,2,2,0,0.0,3,3,2,4,3,1,5,0.0,1,0.0,1131.0,1131.0,1,5,1,1,1131,0,0,1131,0.0,0.0,1,1,3,1,4,6,1,0,0,0,0.0,0,0.0,0.0,0,0,2,0,39,0,0,0,0,0,0,0,0,3,2006,2,2,132000
2474,531375070,20,1,63.0,13072,1,0,4,1,1,2,1,11,5,1,1,1,6,5,2005,2005,2,1,2,2,0,0.0,4,3,2,4,3,1,5,0.0,1,0.0,1141.0,1141.0,1,5,1,1,1141,0,0,1141,0.0,0.0,1,1,3,1,3,6,1,0,0,4,2005.0,1,2.0,484.0,3,3,2,0,0,0,0,0,0,0,0,0,0,3,2006,1,4,142500
2475,531375100,20,1,63.0,13072,1,0,4,1,1,2,1,11,5,1,1,1,6,5,2004,2004,2,1,2,2,0,0.0,3,3,2,4,3,1,3,941.0,1,0.0,217.0,1158.0,1,5,1,1,1158,0,0,1158,1.0,0.0,1,1,3,1,4,5,1,0,0,4,2006.0,1,2.0,576.0,3,3,2,0,50,0,0,0,0,0,0,0,0,5,2006,2,2,158000
2476,531376030,60,1,65.0,7800,1,0,4,1,1,2,1,11,1,1,1,2,7,5,2005,2005,2,1,2,2,3,172.0,4,3,2,4,3,1,5,0.0,1,0.0,891.0,891.0,1,5,1,1,891,795,0,1686,0.0,0.0,2,1,3,1,4,8,1,0,0,1,2005.0,3,2.0,462.0,3,3,2,144,101,0,0,0,0,0,0,0,0,4,2006,1,1,184000
2477,531376050,60,1,74.0,7632,1,0,1,1,1,2,1,11,1,1,1,2,7,5,2005,2005,2,1,2,2,3,96.0,4,3,2,4,3,1,5,0.0,1,0.0,784.0,784.0,1,5,1,1,831,754,0,1585,0.0,0.0,2,1,3,1,4,7,1,0,0,1,2005.0,2,2.0,449.0,3,3,2,100,77,0,0,0,0,0,0,0,0,3,2006,1,1,184900
2478,531379030,60,1,70.0,8304,1,0,1,1,1,2,1,11,1,1,1,2,6,5,1997,1998,2,1,2,2,0,0.0,3,3,2,4,3,1,5,0.0,1,0.0,941.0,941.0,1,5,1,1,941,896,0,1837,0.0,0.0,2,1,3,1,3,7,1,0,0,1,1997.0,2,2.0,688.0,3,3,2,150,165,0,0,0,0,0,3,0,0,7,2006,1,1,187000
2479,531450040,60,1,65.0,7153,1,0,4,1,1,2,1,11,1,1,1,2,6,5,1992,1992,2,1,2,2,0,0.0,4,4,2,4,3,1,3,387.0,1,0.0,374.0,761.0,1,5,1,1,810,793,0,1603,0.0,0.0,2,1,3,1,4,7,1,0,0,1,1992.0,2,2.0,484.0,3,3,2,0,124,0,0,0,0,0,0,0,0,7,2006,1,1,175900
2480,531451290,60,1,70.0,9370,1,0,2,1,1,2,1,11,1,1,1,2,6,5,1992,1993,2,1,5,6,0,0.0,4,3,2,4,3,1,3,758.0,1,0.0,78.0,836.0,1,5,1,1,844,887,0,1731,1.0,0.0,2,1,3,1,4,7,1,0,0,1,1992.0,2,2.0,462.0,3,3,2,307,85,0,0,224,0,0,0,4,3000,10,2006,1,3,248500
2481,531452080,120,1,50.0,7175,1,0,4,1,1,2,1,11,1,1,2,1,6,5,1990,1991,2,1,6,1,0,0.0,4,3,2,4,3,1,4,904.0,1,0.0,494.0,1398.0,1,4,1,1,1398,0,0,1398,1.0,0.0,2,0,2,1,4,5,1,0,0,1,1990.0,2,2.0,542.0,3,3,2,0,46,0,0,0,0,0,2,0,0,7,2006,1,1,172000
2482,531452100,120,1,50.0,7175,1,0,4,1,1,2,1,11,1,1,2,1,6,5,1991,1991,2,1,6,1,0,0.0,4,3,2,4,3,1,4,278.0,1,0.0,939.0,1217.0,1,4,1,1,1217,0,0,1217,0.0,0.0,2,0,2,1,4,5,1,0,0,1,1991.0,2,2.0,484.0,3,3,2,0,64,0,0,0,0,0,0,0,0,6,2006,1,1,151000
2483,531452210,60,1,68.0,9019,1,0,1,1,1,2,1,11,5,1,1,2,6,5,1994,1994,2,1,2,2,0,0.0,3,3,2,4,3,1,3,274.0,1,0.0,362.0,636.0,1,5,1,1,636,684,0,1320,0.0,0.0,2,1,3,1,4,6,1,0,0,1,1994.0,3,2.0,472.0,3,3,2,0,40,0,0,0,0,0,0,0,0,7,2006,1,1,150000
2484,531478010,20,2,68.0,8900,1,0,4,1,1,2,1,11,1,1,1,1,4,4,1966,1966,2,1,5,6,0,0.0,3,3,1,3,3,1,2,1056.0,1,0.0,0.0,1056.0,1,3,1,1,1056,0,0,1056,1.0,0.0,1,0,2,1,3,5,1,0,0,4,1966.0,1,1.0,384.0,3,3,2,0,42,0,0,0,0,0,2,0,0,11,2006,1,1,107000
2485,531479030,20,2,60.0,7800,1,0,4,1,1,1,1,11,1,1,1,1,5,5,1965,1965,2,1,2,2,0,0.0,3,3,1,3,3,1,1,641.0,1,0.0,187.0,828.0,1,4,1,1,965,0,0,965,1.0,0.0,1,0,3,1,3,6,1,0,0,4,1979.0,1,1.0,300.0,3,3,2,421,0,0,0,0,0,0,2,0,0,7,2006,1,4,119900
